,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.387931034482759,37.71551724137931,37.71551724137931,59.26724137931034,96.98275862068965,107.75862068965517,118.53448275862068,145.47413793103448,220.90517241379308,220.90517241379308,264.0086206896552,290.94827586206895,312.5,334.051724137931,339.43965517241384,360.9913793103448,387.9310344827586,398.7068965517242,398.7068965517242,420.2586206896552,425.6465517241379,463.36206896551727,463.36206896551727,501.07758620689657,554.9568965517242,565.7327586206897,565.7327586206897,565.7327586206897,614.2241379310344,630.3879310344828,657.3275862068965,727.3706896551723,748.9224137931035,754.3103448275862,786.6379310344828,824.353448275862,845.9051724137931,851.2931034482758,862.0689655172414,899.7844827586207,910.5603448275862,921.3362068965516,932.1120689655172,942.8879310344828,969.8275862068965,969.8275862068965,1007.5431034482758,1023.7068965517242,1034.4827586206895,1050.646551724138,1061.4224137931035,1109.9137931034484,1136.853448275862,1142.2413793103449,1147.6293103448277,1179.9568965517242,1206.896551724138,1206.896551724138,1212.2844827586207,1239.2241379310344,1255.3879310344828,1271.551724137931,1282.3275862068967,1363.146551724138,1368.5344827586207,1373.9224137931033,1373.9224137931033,1449.353448275862,1508.6206896551723,1508.6206896551723,1514.0086206896553,1540.948275862069,1573.2758620689656,1573.2758620689656,1589.4396551724137,1610.9913793103447,1627.155172413793,1654.094827586207,1686.4224137931033,1702.5862068965516,1740.301724137931,1761.853448275862,1767.2413793103447,1794.1810344827586,1848.0603448275863,1848.0603448275863,1896.551724137931,1912.7155172413793,1966.594827586207,1977.3706896551723,1988.146551724138,2015.0862068965516,2042.0258620689656,2042.0258620689656,2047.4137931034484,2058.189655172414,2090.5172413793102,2095.905172413793,2122.844827586207,2144.3965517241377,2176.7241379310344,2187.5,2187.5,2209.051724137931,2235.9913793103447,2235.9913793103447,2235.9913793103447,2300.6465517241377,2316.810344827586,2338.362068965517,2338.362068965517,2381.465517241379,2386.8534482758623,2392.2413793103447,2408.405172413793,2435.344827586207,2451.5086206896553,2473.060344827586,2489.2241379310344,2500.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.254901960784313,18.38235294117647,18.38235294117647,98.0392156862745,104.16666666666666,110.29411764705883,116.42156862745098,134.80392156862746,165.44117647058823,165.44117647058823,177.69607843137254,208.33333333333331,226.7156862745098,226.7156862745098,238.9705882352941,263.48039215686276,294.11764705882354,294.11764705882354,294.11764705882354,337.0098039215686,373.77450980392155,422.79411764705884,422.79411764705884,490.19607843137254,496.3235294117647,496.3235294117647,496.3235294117647,514.7058823529411,557.5980392156863,569.8529411764706,575.9803921568628,655.6372549019608,667.8921568627451,667.8921568627451,710.7843137254902,729.1666666666667,759.8039215686274,765.9313725490197,790.4411764705882,839.4607843137254,876.2254901960783,906.8627450980392,931.3725490196078,968.1372549019608,1011.0294117647059,1011.0294117647059,1023.2843137254902,1035.5392156862745,1066.1764705882354,1072.3039215686274,1072.3039215686274,1090.686274509804,1109.0686274509803,1109.0686274509803,1127.450980392157,1200.9803921568628,1225.4901960784314,1225.4901960784314,1231.6176470588236,1317.4019607843138,1329.6568627450981,1354.1666666666665,1366.4215686274508,1409.313725490196,1439.9509803921567,1446.0784313725492,1446.0784313725492,1476.7156862745098,1501.2254901960785,1519.6078431372548,1525.7352941176473,1556.372549019608,1580.8823529411764,1587.0098039215686,1611.5196078431375,1629.9019607843138,1629.9019607843138,1629.9019607843138,1642.1568627450981,1666.6666666666665,1697.3039215686276,1721.813725490196,1721.813725490196,1758.5784313725492,1789.2156862745098,1789.2156862745098,1795.3431372549019,1813.7254901960785,1856.6176470588236,1893.3823529411764,1899.5098039215686,1960.7843137254902,1979.1666666666665,1979.1666666666665,1985.2941176470588,2009.8039215686276,2052.6960784313724,2058.8235294117644,2064.950980392157,2089.4607843137255,2138.4803921568628,2175.245098039216,2175.245098039216,2193.627450980392,2224.2647058823527,2224.2647058823527,2236.5196078431372,2273.2843137254904,2303.921568627451,2316.1764705882356,2316.1764705882356,2352.9411764705883,2365.1960784313724,2371.3235294117644,2395.8333333333335,2432.598039215686,2438.725490196078,2457.107843137255,2475.4901960784314,2500.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.982942430703623,63.96588486140725,63.96588486140725,95.94882729211088,122.60127931769723,133.26226012793177,165.24520255863538,197.22814498933903,250.5330490405117,250.5330490405117,282.5159914712154,309.1684434968017,367.80383795309166,389.1257995735608,399.7867803837953,415.7782515991471,437.1002132196162,447.76119402985074,447.76119402985074,479.7441364605544,485.07462686567163,506.39658848614073,511.727078891258,570.362473347548,602.3454157782515,613.0063965884862,623.6673773987206,628.997867803838,676.9722814498933,698.2942430703624,703.6247334754797,740.9381663113006,778.2515991471216,778.2515991471216,815.5650319829424,826.226012793177,868.8699360341151,868.8699360341151,879.5309168443497,906.183368869936,922.1748400852879,932.8358208955225,943.496801705757,954.1577825159915,975.4797441364606,975.4797441364606,1012.7931769722815,1018.1236673773988,1034.1151385927506,1039.4456289978677,1039.4456289978677,1060.7675906183367,1071.4285714285713,1076.7590618336887,1092.7505330490405,1130.0639658848615,1183.3688699360341,1183.3688699360341,1204.690831556503,1226.0127931769723,1268.6567164179105,1321.961620469083,1327.2921108742003,1375.2665245202559,1380.5970149253733,1385.9275053304902,1407.2494669509595,1449.8933901918977,1487.2068230277187,1492.5373134328356,1508.5287846481876,1529.8507462686566,1545.8422174840086,1545.8422174840086,1561.8336886993602,1599.1471215351812,1604.4776119402984,1604.4776119402984,1615.138592750533,1641.7910447761194,1689.765458422175,1700.4264392324094,1700.4264392324094,1727.0788912579958,1732.409381663113,1737.7398720682302,1769.7228144989338,1812.366737739872,1871.002132196162,1881.6631130063965,1897.6545842217486,1945.6289978678037,1982.9424307036247,1988.272921108742,1993.6034115138593,2004.2643923240937,2041.5778251599147,2041.5778251599147,2052.2388059701493,2078.8912579957355,2116.2046908315565,2132.1961620469083,2132.1961620469083,2132.1961620469083,2153.5181236673775,2153.5181236673775,2153.5181236673775,2180.1705756929637,2196.1620469083155,2217.4840085287847,2222.814498933902,2270.7889125799575,2292.1108742004267,2297.4413646055436,2334.7547974413646,2393.390191897655,2404.0511727078892,2441.36460554371,2473.3475479744134,2500.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.72251308900523,65.44502617801047,65.44502617801047,111.2565445026178,130.89005235602093,143.97905759162302,163.61256544502618,196.33507853403142,229.05759162303664,229.05759162303664,261.78010471204186,301.0471204188482,314.13612565445027,314.13612565445027,327.22513089005236,359.9476439790576,379.5811518324607,379.5811518324607,379.5811518324607,399.21465968586386,438.4816753926701,464.65968586387436,464.65968586387436,497.38219895287955,517.0157068062828,530.1047120418848,530.1047120418848,530.1047120418848,575.9162303664921,582.4607329842931,582.4607329842931,654.4502617801047,674.0837696335078,674.0837696335078,706.8062827225132,746.0732984293194,765.7068062827226,772.2513089005236,791.8848167539267,804.9738219895287,831.151832460733,857.3298429319372,903.1413612565444,929.3193717277487,948.9528795811518,962.0418848167538,1001.3089005235602,1014.3979057591623,1047.1204188481674,1047.1204188481674,1073.2984293193717,1158.3769633507854,1171.4659685863876,1171.4659685863876,1184.5549738219895,1210.7329842931936,1263.089005235602,1269.6335078534032,1289.2670157068062,1315.4450261780105,1328.5340314136126,1341.6230366492146,1341.6230366492146,1380.890052356021,1400.523560209424,1420.1570680628272,1420.1570680628272,1465.9685863874345,1498.6910994764398,1505.235602094241,1518.3246073298428,1531.4136125654452,1557.5916230366493,1557.5916230366493,1557.5916230366493,1583.7696335078533,1616.4921465968587,1623.0366492146597,1642.670157068063,1662.303664921466,1708.1151832460735,1714.6596858638743,1721.2041884816754,1727.7486910994762,1740.8376963350786,1747.3821989528797,1767.0157068062829,1786.6492146596856,1819.3717277486912,1852.0942408376964,1891.3612565445026,1956.806282722513,1976.4397905759163,1976.4397905759163,1982.9842931937171,2009.1623036649214,2048.4293193717276,2061.5183246073298,2068.062827225131,2107.329842931937,2153.1413612565443,2159.6858638743456,2159.6858638743456,2205.497382198953,2218.586387434555,2225.1308900523563,2244.7643979057593,2290.5759162303666,2303.6649214659683,2329.8429319371726,2349.476439790576,2382.198952879581,2401.8324607329846,2408.3769633507854,2441.0994764397906,2467.277486910995,2467.277486910995,2480.3664921465966,2493.455497382199,2500.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.121457489878543,20.242914979757085,50.607287449392715,60.72874493927126,70.8502024291498,70.8502024291498,91.09311740890688,131.57894736842104,141.7004048582996,151.82186234817814,161.94331983805668,192.30769230769232,202.42914979757086,212.5506072874494,242.91497975708504,253.03643724696354,263.1578947368421,293.52226720647775,313.76518218623477,323.88663967611336,323.88663967611336,344.12955465587044,384.61538461538464,445.34412955465586,455.4655870445344,455.4655870445344,536.4372469635628,566.8016194331984,566.8016194331984,566.8016194331984,587.0445344129555,617.408906882591,637.6518218623482,647.7732793522267,657.8947368421052,668.0161943319839,668.0161943319839,698.3805668016195,728.744939271255,738.8663967611336,738.8663967611336,759.1093117408907,789.4736842105262,829.9595141700405,850.2024291497976,850.2024291497976,931.174089068826,951.417004048583,951.417004048583,961.5384615384615,1032.3886639676114,1062.753036437247,1072.8744939271255,1103.238866396761,1133.6032388663969,1174.089068825911,1174.089068825911,1184.2105263157894,1214.5748987854251,1275.3036437246965,1285.4251012145749,1346.1538461538462,1376.5182186234817,1386.6396761133603,1406.8825910931173,1406.8825910931173,1447.3684210526317,1457.48987854251,1477.7327935222672,1487.8542510121456,1528.34008097166,1558.7044534412955,1558.7044534412955,1578.9473684210525,1578.9473684210525,1609.3117408906883,1639.6761133603238,1659.919028340081,1670.0404858299594,1700.4048582995952,1700.4048582995952,1720.6477732793521,1720.6477732793521,1771.255060728745,1771.255060728745,1801.6194331983806,1821.8623481781376,1852.2267206477732,1862.348178137652,1892.7125506072875,1912.9554655870445,1963.5627530364372,1963.5627530364372,1973.6842105263158,2024.2914979757084,2044.5344129554655,2044.5344129554655,2064.7773279352227,2064.7773279352227,2064.7773279352227,2095.1417004048585,2115.3846153846152,2115.3846153846152,2115.3846153846152,2125.506072874494,2155.8704453441296,2165.991902834008,2165.991902834008,2165.991902834008,2165.991902834008,2236.842105263158,2277.3279352226723,2287.4493927125504,2297.570850202429,2317.813765182186,2348.178137651822,2348.178137651822,2388.663967611336,2500.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.330900243309003,48.661800486618006,66.90997566909975,79.07542579075427,91.24087591240875,109.48905109489051,158.15085158150853,164.23357664233578,164.23357664233578,170.31630170316302,212.89537712895375,231.1435523114355,249.39172749391727,273.7226277372263,285.88807785888076,291.97080291970804,310.2189781021898,334.54987834549877,346.71532846715326,346.71532846715326,358.88077858880774,389.29440389294405,419.7080291970803,444.0389294403893,450.12165450121654,492.70072992700733,504.8661800486618,504.8661800486618,504.8661800486618,529.1970802919708,590.0243309002433,620.4379562043796,620.4379562043796,626.5206812652069,632.6034063260341,656.9343065693431,663.0170316301703,687.3479318734793,693.4306569343065,711.6788321167883,736.0097323600972,754.2579075425791,760.3406326034063,778.5888077858881,790.7542579075426,881.9951338199513,906.3260340632603,906.3260340632603,918.4914841849148,979.3187347931874,1015.8150851581509,1015.8150851581509,1034.0632603406325,1064.4768856447688,1082.7250608272507,1088.807785888078,1094.890510948905,1113.138686131387,1155.7177615571775,1161.800486618005,1186.1313868613138,1198.2968369829684,1234.793187347932,1259.124087591241,1259.124087591241,1326.0340632603406,1362.5304136253042,1368.6131386861314,1386.861313868613,1423.3576642335765,1435.523114355231,1459.85401459854,1459.85401459854,1472.0194647201945,1502.433090024331,1502.433090024331,1502.433090024331,1557.1776155717762,1605.8394160583941,1605.8394160583941,1636.2530413625304,1642.3357664233577,1672.7493917274937,1672.7493917274937,1690.9975669099756,1721.4111922141121,1782.2384428223845,1794.403892944039,1806.5693430656934,1843.065693430657,1867.396593673966,1867.396593673966,1891.7274939172748,1946.4720194647202,1964.720194647202,2013.38199513382,2025.5474452554745,2074.209245742092,2080.29197080292,2098.5401459854015,2104.6228710462287,2135.036496350365,2165.4501216545013,2195.8637469586374,2214.111922141119,2226.277372262774,2250.608272506083,2262.7737226277372,2262.7737226277372,2299.2700729927005,2354.014598540146,2360.097323600973,2360.097323600973,2378.345498783455,2396.593673965937,2402.676399026764,2433.0900243309,2500.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.254901960784313,36.76470588235294,49.01960784313725,91.91176470588236,104.16666666666666,122.54901960784314,159.31372549019608,177.69607843137254,177.69607843137254,177.69607843137254,196.078431372549,202.2058823529412,202.2058823529412,226.7156862745098,232.84313725490196,251.22549019607845,257.35294117647055,269.6078431372549,275.7352941176471,287.9901960784314,318.62745098039215,367.64705882352945,428.921568627451,428.921568627451,435.0490196078431,477.9411764705882,508.578431372549,508.578431372549,514.7058823529411,557.5980392156863,588.2352941176471,606.6176470588235,631.1274509803922,643.3823529411764,674.0196078431372,686.2745098039217,692.4019607843138,729.1666666666667,765.9313725490197,765.9313725490197,784.313725490196,802.6960784313726,821.0784313725491,839.4607843137254,839.4607843137254,925.2450980392157,962.0098039215687,986.5196078431372,998.7745098039217,1029.4117647058822,1072.3039215686274,1084.5588235294117,1109.0686274509803,1151.9607843137255,1170.3431372549019,1176.4705882352941,1182.5980392156862,1231.6176470588236,1256.127450980392,1286.7647058823527,1341.9117647058822,1354.1666666666665,1360.2941176470588,1378.6764705882354,1384.8039215686276,1403.186274509804,1427.6960784313724,1433.8235294117646,1446.0784313725492,1513.4803921568625,1544.1176470588236,1568.627450980392,1580.8823529411764,1580.8823529411764,1605.3921568627452,1605.3921568627452,1611.5196078431375,1648.2843137254902,1672.7941176470588,1672.7941176470588,1703.4313725490197,1715.686274509804,1752.4509803921567,1752.4509803921567,1776.9607843137255,1795.3431372549019,1825.9803921568625,1832.1078431372548,1832.1078431372548,1856.6176470588236,1911.7647058823527,1924.0196078431375,1960.7843137254902,1985.2941176470588,2022.0588235294117,2040.4411764705883,2046.5686274509803,2089.4607843137255,2101.7156862745096,2107.843137254902,2120.098039215686,2138.4803921568628,2169.1176470588234,2193.627450980392,2218.1372549019607,2279.4117647058824,2322.3039215686276,2328.4313725490197,2334.5588235294117,2371.3235294117644,2408.0882352941176,2408.0882352941176,2414.2156862745096,2414.2156862745096,2432.598039215686,2450.9803921568628,2457.107843137255,2500.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.271844660194173,36.407766990291265,78.88349514563107,97.08737864077669,121.35922330097087,121.35922330097087,145.63106796116506,212.37864077669903,242.71844660194174,242.71844660194174,260.92233009708735,279.126213592233,297.33009708737865,309.4660194174757,358.00970873786406,388.34951456310677,394.41747572815535,400.48543689320394,418.68932038834953,424.75728155339806,424.75728155339806,461.16504854368935,503.6407766990291,533.9805825242718,540.0485436893204,546.1165048543689,582.5242718446602,631.0679611650486,637.1359223300971,637.1359223300971,655.3398058252427,703.8834951456311,716.0194174757281,716.0194174757281,740.2912621359222,770.631067961165,788.8349514563107,800.9708737864079,819.1747572815534,837.3786407766991,855.5825242718447,873.7864077669904,891.990291262136,940.5339805825242,958.7378640776699,958.7378640776699,1019.4174757281553,1049.7572815533981,1055.8252427184466,1086.1650485436892,1116.504854368932,1128.6407766990292,1134.7087378640776,1165.0485436893205,1213.5922330097087,1231.7961165048544,1250.0,1262.1359223300972,1292.4757281553398,1304.611650485437,1316.7475728155339,1347.0873786407767,1365.2912621359224,1377.4271844660193,1383.495145631068,1383.495145631068,1462.3786407766988,1480.5825242718445,1504.8543689320388,1535.1941747572814,1577.6699029126214,1583.73786407767,1589.8058252427186,1601.9417475728158,1614.0776699029127,1650.485436893204,1656.5533980582525,1662.6213592233012,1705.097087378641,1723.3009708737866,1729.368932038835,1747.5728155339807,1747.5728155339807,1771.8446601941748,1771.8446601941748,1820.388349514563,1832.5242718446602,1856.7961165048544,1868.9320388349515,1893.2038834951456,1917.4757281553398,1935.6796116504854,1935.6796116504854,1947.8155339805826,1984.2233009708737,1996.3592233009708,2026.6990291262134,2050.9708737864075,2081.3106796116504,2093.4466019417473,2105.5825242718447,2105.5825242718447,2141.990291262136,2172.3300970873784,2208.73786407767,2226.9417475728155,2281.5533980582527,2293.6893203883496,2299.757281553398,2305.8252427184466,2348.3009708737864,2378.640776699029,2384.7087378640776,2384.7087378640776,2402.9126213592235,2415.0485436893205,2421.116504854369,2451.4563106796118,2500.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.543689320388346,91.01941747572815,97.08737864077669,103.15533980582525,127.42718446601941,145.63106796116506,151.6990291262136,163.83495145631068,224.51456310679612,248.7864077669903,248.7864077669903,285.1941747572816,315.5339805825243,315.5339805825243,321.6019417475728,351.94174757281553,370.1456310679611,400.48543689320394,400.48543689320394,406.55339805825247,418.68932038834953,436.8932038834952,436.8932038834952,449.02912621359224,455.09708737864077,497.5728155339806,515.7766990291262,533.9805825242718,600.7281553398059,612.8640776699029,649.2718446601941,661.4077669902913,673.5436893203884,703.8834951456311,722.0873786407767,740.2912621359222,782.7669902912622,807.0388349514564,807.0388349514564,825.242718446602,843.4466019417476,873.7864077669904,898.0582524271845,910.1941747572815,922.3300970873787,934.4660194174758,934.4660194174758,934.4660194174758,958.7378640776699,983.009708737864,995.1456310679612,1019.4174757281553,1049.7572815533981,1104.368932038835,1110.4368932038835,1116.504854368932,1146.8446601941748,1171.116504854369,1177.1844660194174,1201.4563106796118,1243.9320388349515,1280.3398058252426,1286.4077669902913,1304.611650485437,1365.2912621359224,1383.495145631068,1389.5631067961165,1425.9708737864078,1462.3786407766988,1498.7864077669901,1498.7864077669901,1535.1941747572814,1559.4660194174755,1595.873786407767,1608.0097087378642,1614.0776699029127,1668.6893203883496,1692.9611650485438,1711.1650485436894,1711.1650485436894,1723.3009708737866,1735.4368932038835,1765.7766990291263,1765.7766990291263,1796.116504854369,1814.3203883495146,1820.388349514563,1832.5242718446602,1881.0679611650485,1941.7475728155339,1947.8155339805826,1959.9514563106795,1978.1553398058252,2038.8349514563106,2050.9708737864075,2075.242718446602,2087.378640776699,2093.4466019417473,2111.650485436893,2141.990291262136,2141.990291262136,2172.3300970873784,2172.3300970873784,2184.4660194174758,2220.873786407767,2263.349514563107,2269.4174757281553,2281.5533980582527,2354.368932038835,2360.4368932038838,2360.4368932038838,2402.9126213592235,2402.9126213592235,2433.252427184466,2433.252427184466,2433.252427184466,2439.320388349515,2445.3883495145633,2445.3883495145633,2469.660194174757,2500.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.47380410022779,74.03189066059225,125.28473804100227,130.97949886104783,130.97949886104783,170.84282460136674,187.9271070615034,210.70615034168566,233.4851936218679,279.04328018223237,290.4328018223234,290.4328018223234,364.4646924829157,398.6332574031891,410.0227790432802,410.0227790432802,461.27562642369026,495.44419134396355,529.612756264237,535.3075170842825,535.3075170842825,563.7813211845103,609.3394077448747,626.4236902050114,643.5079726651481,654.8974943052392,689.0660592255125,711.8451025056947,717.5398633257403,751.7084282460136,785.8769931662871,791.5717539863326,814.3507972665149,814.3507972665149,859.9088838268792,882.6879271070615,899.7722095671982,933.9407744874716,945.3302961275626,956.7198177676538,973.8041002277904,1007.9726651480637,1030.751708428246,1036.4464692482916,1047.8359908883826,1070.615034168565,1104.7835990888382,1104.7835990888382,1110.478359908884,1127.5626423690205,1161.7312072892937,1161.7312072892937,1178.8154897494305,1212.984054669704,1264.236902050114,1275.6264236902052,1287.0159453302963,1309.7949886104784,1355.3530751708429,1372.4373576309795,1400.9111617312074,1406.605922551253,1440.774487471526,1440.774487471526,1440.774487471526,1474.9430523917995,1474.9430523917995,1474.9430523917995,1486.3325740318905,1520.501138952164,1571.7539863325742,1571.7539863325742,1577.4487471526197,1600.2277904328018,1628.7015945330297,1640.0911161731208,1640.0911161731208,1674.259681093394,1702.7334851936218,1731.2072892938495,1753.9863325740318,1776.765375854214,1822.3234624145787,1845.102505694761,1856.492027334852,1936.2186788154897,1958.9977220956719,1970.3872437357631,1976.0820045558087,1987.4715261958997,2010.2505694760819,2010.2505694760819,2010.2505694760819,2015.9453302961274,2055.8086560364463,2055.8086560364463,2067.1981776765374,2107.061503416857,2129.840546697039,2141.23006833713,2158.314350797267,2175.398633257403,2192.48291571754,2192.48291571754,2198.1776765375853,2238.041002277904,2260.8200455580863,2260.8200455580863,2266.514806378132,2289.2938496583142,2294.98861047836,2306.378132118451,2329.157175398633,2340.5466970387242,2369.020501138952,2369.020501138952,2369.020501138952,2391.7995444191347,2408.883826879271,2420.273348519362,2443.0523917995447,2500.0
